book_id,title,subtitle,author,synopsis,domain,themes,average_rating,language,preview_link,thumbnail,search_category,difficulty_level,source
9670,Fantastic Four Annual (1963) #17,Fantastic Four Annual (1963 - 1994),John Byrne,"The Fantastic Four receive a desperate call for help from one of Johnny Storm's friends! It's Sharon Selleck, and she's trapped in a nightmare in a rural New York town named King's Crossing! What could be happening in this quaint little dairy village? The FF invade incognito to investigate! And when the foursome recalls their previous trip to King's Crossing in Fantastic Four 2, a sobering reality hits them! Could the three skrulls that were turned into cows ages ago...somehow still be haunting this town and its simple residents? Therein lies the mystery! An excellent story!",Comics,Fantastic Four Annual (1963 - 1994)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
28236,Thor: Heaven & Earth (2011) #1,Thor: Heaven & Earth (2011),Paul Jenkins,"In the days before the terrible events of Ragnarok, the Gods of Asgard stare across the ramparts of their city towards a massive, demonic army massed at the gates - the prophesied End of All Days is about to begin. As the armies of darkness begin their initial attacks, Thor confronts Loki, who is destined to usher in the fall of Asgard. But what he learns from the Loki may change the way he sees his treacherous half-brother. For perhaps this terrible event is a time also of renewal. Perhaps in this desperate hour even the God of Lies has a purpose. 32 PGS./All Ages ...$2.99",Comics,Thor: Heaven & Earth (2011)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
28397,Thunderbolts (2006) #145,Thunderbolts (2006 - 2012),,"Special Post-SIEGE issue - that introduces a brand-new character! When a magical landmark like Asgard crashes to Earth, the fallout doesn't end just by sweeping up the wreckage. This historic disaster has unleashed unprecedented threats, and one of them is pillaging the American Midwest! This sounds like the perfect mission for Luke Cage's untested team of incarcerated superhumans-and while the newly assembled Thunderbolts boast the power of Juggernaut, Ghost, Moonstone, Crossbones and Man-Thing, are even they ready to handle the girl known only as...Troll? Rated T ...$2.99",Comics,Thunderbolts (2006 - 2012)  Comic  Marvel Universe,,en,,,comics,medium,Marvel/DC Comics Dataset
22270,Sif (2010) #1,Sif (2010),Kelly Sue Deconnick,"SPINNING OUT OF THE PAGES OF THOR! The Asgardian warrior Sif was no stranger to battle; the heft of steel, the pitch of combat, the spray of an enemy's blood...she even craved it. But when Asgard and its people made their glorious return through the power of Thor, Sif's body was stolen and possessed by crafty Loki. Cowed by such defilement, Sif hasn't been her true self...until a former lover and mate in arms comes to her with a call to battle and blood-spattering adventure...Now Sif sets out with Beta Ray Bill to fight her way back to true warrior's glory! Rated T ...$3.99",Comics,Sif (2010)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
8175,Doctor Voodoo: The Origin of Jericho Drumm One-Shot (2009) #1,Doctor Voodoo: The Origin of Jericho Drumm One-Shot (2009),"Len Wein, Roy Thomas","You've witnessed his incredible reemergence in the pages of New Avengers, now take a trip through the voodoo virtuoso's career in this special presentation of STRANGE TALES #169-170. In the shadowed back alleys of New Orleans, they speak his name in awe, for 'tis said he was old when the mountains were young, that he cannot be harmed, that he can never DIE! His name is DOCTOR VOODOO! Experience the birth of Marvel's new Sorcer Supreme like never before, fully remastered with modern coloring. Plus, an all-new framing sequence by Roy Thomas and Alex Massacci. Rated T ...$4.99",Comics,Doctor Voodoo: The Origin of Jericho Drumm One-Shot (2009)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
3808,Captain America & the Falcon (2004) #10,Captain America & the Falcon (2004 - 2005),Howard Porter,"""BROTHERS & KEEPERS (ADELPHOITE PHYLAXES)"" PART 3 (OF 5)
The Falcon's increasingly erratic behavior has created sharp conflict between Captain America and himself. While Cap works with S.H.I.E.L.D. agent Ali Morales and S.H.I.E.L.D. commander Nick Fury to track down the deadly A.I.M. leader M.O.D.O.K. and ferret out MODOK's connection to rogue Naval Intelligence Admiral ""Jimmy"" Westbrook, Falcon proceeds on his own track, unleashing the newly-restored and re-powered Anti-Cap to help destroy the Rivas drug cartel, and, hopefully, bag Admiral Jimmy and MODOK at the same time.",Comics,Captain America & the Falcon (2004 - 2005)  Comic  Marvel Universe, Marvel Psr,en,,,comics,medium,Marvel/DC Comics Dataset
27215,The Stand: American Nightmares HC (Hardcover),The Stand: American Nightmares (2009),,"The deadly super flu Captain Trips has devastated the country and now the few survivors must pick up the pieces and go on. Larry Underwood seeks escape from New York City. Lloyd contemplates an extremely unsavory dinner option in jail, and Stu Redman makes a desperate bid for freedom from his interrogators. Most ominous of all, the stange being called Randall Flagg continues his dread journey across the devastated landscape of America. You must not miss it! Collecting THE STAND: AMERICAN NIGHTMARE #1-5. Parental Advisory ...$24.99 ISBN: 978-0-7851-3621-7 Trim size: standard",Comics,The Stand: American Nightmares (2009)  ,,en,,,comics,medium,Marvel/DC Comics Dataset
31265,W.E.B. of Spider-Man (2021) #1,W.E.B. of Spider-Man (2021),Kevin Shinick,"Peter Parker. Spider-Man. Scientist. Troublemaker? Thanks to none other than Tony Stark, a new scientific research station for the teenage heroes of the Marvel Universe has just been completed  –  and Spider-Man just got an invitation to join! Working alongside some of your favorite faces from the MU and a whole bunch of awesome new gadgets, and with Iron Man keeping an eye on the them, surely everything’s going to go great for the heroes, right? - Right? Face front, True Believers, and treat yourself to this first issue in an adventure of the WORLDWIDE ENGINEERING BRIGADE!",Comics,W.E.B. of Spider-Man (2021)  Comic , Rated T,en,,,comics,medium,Marvel/DC Comics Dataset
25000,Star Wars: X-Wing Rogue Squadron (1995) #8,Star Wars: X-Wing Rogue Squadron (1995 - 1998),Darko Macan,"The residents of Mrlsst should have learned their lesson long ago, when a noble Jedi sacrificed himself that the Empire might leave the Academy unharmed-nobody wins when you play in politics. But old lessons are easily forgotten in the heat of war. Over the years, the Academy has become a snake pit of secrets and plotting, and students and professors fight each other and one another. And now they're about to get a refresher course, the kind that's taught with blood and fire. Unfortunately for Wedge and the Rogue Squadron crew, the lesson comes just as they arrive on Mrlsst.",Comics,Star Wars: X-Wing Rogue Squadron (1995 - 1998)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
34787,X-Statix Presents: Dead Girl (2006) #5,X-Statix Presents: Dead Girl (2006),Peter Milligan,"If you thought your life was a living hell, you ain't seen nothing yet! Doctor Strange has literally gone to hell to dish out a little justice, supernatural super hero style! And like any good crew, Dead Girl, Mister Sensitive, Ant-Man and the Phantom Rider have his back... But will it be enough to keep a dead villain down where he belongs? Or will The Pitiful One and his cohorts - including Miss America, Mysterio, Kraven The Hunter and The Anarchist -- have what it takes to defeat our do-gooders and join the land of the living once again?
32 PGS./Parental Advisory ...$2.99",Comics,X-Statix Presents: Dead Girl (2006)  Comic  MARVEL UNIVERSE, PARENTAL ADVISORY,en,,,comics,medium,Marvel/DC Comics Dataset
9633,Fantastic Four (2014) #1,Fantastic Four (2014 - 2015),James Robinson,"""THE FALL OF THE FANTASTIC FOUR"" PART 1. The world's greatest comics magazine begins anew with Marvel's First Family, the Fantastic Four! But as the brilliant MR. FANTASTIC, the compassionate INVISIBLE WOMAN, the ever lovin' THING & the hot-headed HUMAN TORCH embark on a strange mission, they aren't met with new beginnings, but an untimely end! As the family of cosmic explorers head towards their darkest hour, who could possibly be behind their downfall? And how is one of their oldest enemies, the sadistic dragon known as Fing-Fang-Foom involved? Prepare for the fantastic!",Comics,Fantastic Four (2014 - 2015)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
11140,Haunt of Horror: Lovecraft (2008) #3,Haunt of Horror: Lovecraft (2008),,"Horror comics legend RICHARD CORBEN (HAUNT OF HORROR: EDGAR ALLAN POE) brings you a new 3-issue limited series that offers eerie new spins on the poems and short stories of H.P. Lovecraft. Each issue features three adaptations-beautifully rendered in black and white with gray tones as only Corben can do it-along with a printing of the original source text by H.P. Lovecraft. In this third and final issue, Corben brings you ""Facts Concerning the Late Arthur Jermyn and
His Family,"" ""The Well,"" and ""The Window."" It's classic Lovecraft with a new twist!
Explicit Content ...$3.99",Comics,Haunt of Horror: Lovecraft (2008)  Comic  MAX, EXPLICIT CONTENT,en,,,comics,medium,Marvel/DC Comics Dataset
29833,Ultimate X-Men Vol. 11: The Most Dangerous Game (Trade Paperback),Ultimate X-Men (2001 - 2009),,"It's the ultimate reality show as mutants convicted of capital crimes are released on an island where contestants hunt them down. Longshot has survived longest, and the X-Men are sent to rescue him - until they become part of the game themselves! With one of their teammates a captive on the island of Krakoa, the malevolent media mogul called Mojo demands the X-Men return Longshot to his headquarters or Angel will soon have a harp to go with his wings! Meanwhile, does Longshot have a ""Dazzling"" not-so-secret admirer?
Collects ULTIMATE X-MEN #54-57.
96 PGS./All Ages ...$9.99",Comics,Ultimate X-Men (2001 - 2009)  ,,en,,,comics,medium,Marvel/DC Comics Dataset
8477,Ender's Game (2008) #5,Ender's Game (2008 - 2009),Christopher Yost,"The first volume of New York Times bestseller Orson Scott Card's sci-fi epic comes to its conclusion! Ender Wiggin has fought his way through countless battles, and risen in the ranks of Battle School... but as his eighth birthday passes, he's losing another battle. Ender has slipped into despair, and the teachers of Battle School know that Ender will be lost to them forever unless they do something. But how do you convince one of the deadliest children in the universe he's not a monster? It all leads to ENDER'S GAME: COMMAND SCHOOL.
Cardstock Cover/Parental Advisory $3.99",Comics,Ender's Game (2008 - 2009)  Comic  LICENSED PUBLISHING, PARENTAL ADVISORY,en,,,comics,medium,Marvel/DC Comics Dataset
1514,Ares (2006) #2,Ares (2006),Mike Avon Oeming,"Ares - The God of War -- is missing. The Norse gods are dead. And now, Zeus, surveying his kingdom from the bloodstained walls of Olympus, finds the great warrior Mikabusi and his forces gathered below, swords drawn, bows flexed, vengeance in their air. The siege of Olympus has begun. And Zeus knows that if his kingdom is to survive, his greatest warrior - Ares - must return. At any cost. Even if it means kidnapping his grandson and lying to his son.

You haven't seen wrath until you're standing between the God of War and his only child.

32 PGS./PARENTAL ADVISORY ...$2.99",Comics,Ares (2006)  Comic  MARVEL KNIGHTS, Parental Advisory,en,,,comics,medium,Marvel/DC Comics Dataset
11414,House of M (Trade Paperback),House of M (2005),,"THE MARVEL EVENT OF THE DECADE IS COLLECTED HERE! The Avengers and the X-Men are faced with a common foe that becomes their greatest threat: Wanda Maximoff! The Scarlet Witch is out of control, and the fate of the entire world is in her hands. Will Magneto help his daughter or use her powers to his own benefit? Starring the Astonishing X-Men and the New Avengers! You know how sometimes you hear the phrase: AND NOTHING WILL EVER BE THE SAME AGAIN? Well, this time believe it, buster! NOTHING WILL EVER BE THE SAME AGAIN! Collects HOUSE OF M #1-8 and THE PULSE SPECIAL EDITION.",Comics,House of M (2005)  ,,en,,,comics,medium,Marvel/DC Comics Dataset
18887,New X-Men (2004) #20,New X-Men (2004 - 2008),"Craig Kyle, Christopher Yost","""CHILDHOOD'S END"" Part 1 (of 4)
NEW CREATIVE TEAM! Red-hot X-23 writers Craig Kyle and Chris Yost and rising star Mark Brooks (ULTIMATE SPIDER-MAN ANNUAL, AMAZING FANTASY) take the New X-Men in a bold new direction. Spinning directly out of House of M #8, the New X-Men deal with the changed world. Will X-23 join the team? Will the friendships persevere? Will the kids survive? No one is safe and not everyone will live through this incredible change in the status quo. Brace yourself, the rules have changed and the safety is off.
32 PGS./T+ SUGGESTED FOR TEENS AND UP ...$2.99",Comics,New X-Men (2004 - 2008)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
34599,X-Men: Magneto Testament (2008) #3,X-Men: Magneto Testament (2008 - 2009),Greg Pak,"The harrowing saga of young Magneto's struggle to save his family from the Nazi onslaught continues as the German army invades Poland--and our hero learns brutal new lessons and discovers new strength within himself. But even with all of his hard-won smarts and developing skills, how can one boy fight against the horrors of the Warsaw ghetto and the killing winter of 1941? It's a poignant Marvel Knights take on the life of a young Magneto, by Greg Pak (WORLD WAR HULK) and
Carmine Di Giandomenico (DAREDEVIL: BATTLIN' JACK MURDOCK).
Cardstock Cover/Parental Advisory ...$3.99",Comics,X-Men: Magneto Testament (2008 - 2009)  Comic  MARVEL KNIGHTS, PARENTAL ADVISORY,en,,,comics,medium,Marvel/DC Comics Dataset
19556,Paradise X: Heralds (2001) #1,Paradise X: Heralds (2001 - 2002),"Alex Ross, Jim Krueger","To deliver a desperate warning to the Multiverse, the living computer known as X-51 forms a team of champions selected from different realities! Behold the Heralds: Wolverine, resurrected from the Days of Future Past! Deathlok, the Machine Man! Killraven, the Warrior of The Worlds! Bloodstorm, the vampire from MUTANT X! Iron Man 2020, the corrupt nephew of Tony Stark! Hyperion, the last living member of the Squadron Supreme! Spider-Girl, the daughter of Spider-Man! But will this warning come too late? Or not soon enough? What will be the fate of this wild alternate future?",Comics,Paradise X: Heralds (2001 - 2002)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
34562,X-Men: Gold (2017) #13,X-Men: Gold (2017 - 2018),"Robbie Thompson, Marc Guggenheim","MOJO WORLDWIDE Part 1. Mojo, the demented creature obsessed with melding deadly television shows with reality, has made Earth his focus and it's going to take the combined might of two X-MEN teams to fight back! But when threats from their past are thrown at them, how will these teams react? With SENTINELS and BROOD and BAD MEMORIES attacking at every opportunity, will KITTY and JEAN and their teams be able to save Manhattan? Or is this the trick that finally boosts MOJO's ratings? PLUS: Includes 3 bonus MARVEL PRIMER PAGES! Story by Robbie Thompson and art by Mark Bagley!",Comics,X-Men: Gold (2017 - 2018)  Comic , Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
32240,Wolverine & Captain America: Weapon Plus (2019) #1,Wolverine & Captain America: Weapon Plus (2019),Ethan Sacks,"THE SECRET HISTORY BEHIND THEIR ORIGINS REVEALED! In 1940, scientists attempted to make a man into the perfect weapon, a Super-Soldier. They failed and made him a legend instead. Before the turn of the century, they tried again for the tenth time. They failed, making a man into death incarnate. At long last, ETHAN SACKS (OLD MAN HAWKEYE, STAR WARS: GALAXY’S EDGE) and DIOGENES NEVES (GREEN ARROW, DEATHSTROKE) reveals the shadowy connections between Captain America, Wolverine and many more of the Marvel U’s Super-Soldiers…including some surprises! The conspiracy begins here!",Comics,Wolverine & Captain America: Weapon Plus (2019)  Comic  Marvel Universe, Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
27060,The Punisher (2016) #1,The Punisher (2016 - 2018),Becky Cloonan,"FRANK CASTLE LOSES CONTROL! A by-the-numbers drug bust is about to take Frank Castle by surprise?and he HATES surprises. The horrible fallout threatens to send The Punisher into the heart of darkness, but Castle won?t make that journey alone: A DEA agent is on his trail and attempting to get into his head?but what horrors will she find there, and will she survive the experience? First-time Punisher writer Becky Cloonan and quintessential Punisher artist Steve Dillon are forcing Frank Castle out of his comfort zone and taking him to the edge of the world he thought he knew!",Comics,The Punisher (2016 - 2018)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
34902,Yondu (2019) #1,Yondu (2019 - 2020),"Zac Thompson, Lonnie Nadler","Yondu, lone Ravager and all-around scoundrel is about to hit the biggest pay day of his life when he stumbles upon a dangerous new weapon! But when this artifact turns out to be deadlier than he bargained for, will the reward outweigh the risk as Yondu finds himself targeted by a mysterious mercenary? Plus, when an unexpected visitor from the future turns up to stop Yondu, it begs the question: exactly how bad did he screw up?! Find out in this all-new miniseries from ZAC THOMPSON and LONNIE NADLER (AGE OF X-MAN, GUARDIANS OF THE GALAXY ANNUAL) and JOHN MCCREA (Dead Eyes)!",Comics,Yondu (2019 - 2020)  Comic , Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
20533,Punisher Annual (2019) #1,Punisher Annual (2019),Karla Pacheco,"ACTS OF EVIL! PUNISHER VS. BROOD QUEEN! The man who lives to punish the foulest parasites of humanity. The most monstrous parasite in the galaxy. Zero gravity. Zero &$%# given. It’s the PUNISHER versus a BROOD QUEEN like you’ve never seen before, because this time, Earth’s own Frank Castle’s got a rocket. Who put Castle in the cockpit, and how will he and his muckraking stowaway – J. JONAH JAMESON (???) – tolerate each other long enough to survive? Only Karla Pacheco (Rick and Morty) and Adam Gorham (NEW MUTANTS: DEAD SOULS, ROCKET, The Violent) have the answers you NEED!",Comics,Punisher Annual (2019)  Comic  Marvel Universe, Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
13372,Iron Man Annual (2021) #1,Iron Man Annual (2021),Jed Mackay,"IRON MAN VERSUS QUANTUM! When Iron Man learns about the strange people who kidnapped and tortured Miles Morales, he HAS to look into it. What he finds out about the Assessor and especially Quantum will shock him and you! Don't miss this in depth look at some of the coolest new villains and the groundwork laid for major future Marvel stories! ALSO IN THIS ISSUE: Part 1 (of 8) of """"Super-Spy vs. Super-Spy""""- Nick Fury is Agent of Nothing and Phil Coulson is Agent of Mephisto. For the first time since Coulson came back from the dead, these two brothers-in-arms will face off.",Comics,Iron Man Annual (2021)  Comic  Marvel Universe, Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
10705,GIANT-SIZE MARVEL TPB (Trade Paperback),Giant-Size Avengers (1974),,"Collects Giant-Size Fantastic Four #4; Giant-Size Avengers #1; Giant-Size Defenders #4; Giant-Size Super-Heroes #1, Giant-Size Invaders #1; Giant-Size X-Men #1, Giant-Size Creatures #1. Giants roamed the Earth in those days, and now they're back! Witness the formation of the new X-Men and the old Invaders! The rapid return of the wartime runner called the Whizzer! The debut of the multiplying Marvel Knight Madrox! Spider-Man vs. the Man-Wolf! The Defenders vs. the Squadron Sinister! The tantalizing Tigra and more! Tales almost too tall to tell, together in a titanic tome!",Comics,Giant-Size Avengers (1974)  Trade Paperback  MARVEL UNIVERSE, MARVEL PSR,en,,,comics,medium,Marvel/DC Comics Dataset
16603,Marvel Vampires Handbook (2010) #1,Marvel Vampires Handbook (2010),Tim Seeley,"The OFFICIAL HANDBOOK OF THE MARVEL UNIVERSE takes a dark turn with this collection of all-new profiles! Featuring the vilest vampires (Dracula himself! Dracula's children: Lilith, Janus and Xarus! Two Baron Bloods! Varnae, the first?vampire!), the heroes that hunt them (Blade/Eric Brooks! Rachel Van Helsing! Hannibal King! Quincy Harker!), newly converted bloodsuckers (Spitfire/Jacqueline Falsworth! The X-Men's Jubilee!) and an expanded profile on all Marvel's?vampires! Plus: the terror of the Hellcow!? With new images by Patrick Scherberger, Steve Kurth and Gus Vazquez!",Comics,Marvel Vampires Handbook (2010)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
17776,Moon Knight (2006) #26,Moon Knight (2006 - 2009),Mike Benson,"""DOWN SOUTH,"" PART 1
Out of the frying pan...into the inferno. Marc Spector may be dead, but Moon Knight is very much alive. Hiding out in the dark underbelly of Mexico City, trouble quickly finds the fugitive vigilante when a mysterious millionaire begs him to ensure the safe return of his kidnapped daughter. Problem is, the girl is in the clutches of corrupt cops that are currently in the crosshairs of a vigilante whose methods make even Khonshu blink. The Punisher has come down to Mexico, and God help anyone who gets between him and his prey.
Parental Advisory ...$2.99",Comics,Moon Knight (2006 - 2009)  Comic  MARVEL KNIGHTS, PARENTAL ADVISORY,en,,,comics,medium,Marvel/DC Comics Dataset
21279,Royals (2017) #9,Royals (2017),"Robbie Thompson, Al Ewing","FIRE FROM HEAVEN Part 1. If the Inhuman race was born of Kree experiments, then who made the Kree? Enter the Progenitors! Meanwhile the Inhuman Royal Family, led by Black Bolt and Medusa, are searching for the Prima Materia-the original Terrigen. But even if they find the chemical that will save their dying race...can they escape the revenge of its creators? It has been foretold that of the seven who left Earth, only six will return-and Medusa is already dying. Who will the Royals lose? PLUS: Includes 3 bonus MARVEL PRIMER PAGES! Story by Robbie Thompson and a TBA artist!",Comics,Royals (2017)  Comic , Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
6895,Daughters of the Dragon: Marvel Digital Original (2018) #1,Daughters of the Dragon: Marvel Digital Original (2018 - 2019),Jed Mackay,"A DOUBLE-SIZED Marvel Digital Original you don't want to miss! MISTY KNIGHT and COLLEEN WING have stolen the shows on Marvel’s LUKE CAGE, IRON FIST and DEFENDERS on Netflix and now they have their own MDO series! This duo has been fighting crime as the Daughters of the Dragon for years but with Misty’s new job with the FBI, does this mean the two are splitzies? NOT ON YOUR LIFE! A crazy adventure that Colleen initiates puts comics’ two greatest ass-kickers on a collision course with a weird and scary side of the Marvel Universe that will have you on the edge of your seat.",Comics,Daughters of the Dragon: Marvel Digital Original (2018 - 2019)  Comic , Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
25644,Supreme Power (2011) #1,Supreme Power (2011),Kyle Higgins,"The groundbreaking, controversial Supreme Power is back! A new era begins for the deadliest super heroes of all time! The man known as Hyperion has disappeared, hiding from the government and finally living the life he always wanted. Dr. Spectrum has taken his place as America's greatest hero...and the US Military's greatest asset. But when the balance of super-power threatens the world, and Dr. Spectrum becomes a deadly liability, Hyperion's solitude may be short-lived. Will these two former allies find themselves at the center of a conflict that could engulf the planet?",Comics,Supreme Power (2011)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
27232,The Stand: No Man's Land (2010) #5,The Stand: No Man's Land (2010 - 2011),Roberto Aguirre-Sacasa,"After the horrific fruition of Harold and Nadine's plans last issue, everything in the Free Zone hangs in the balance. Newly returned from the wilderness, Mother Abagail clings to life, just barely, prompting city-wide fear and unrest. Meanwhile, the surviving members of the Committee keep vigil by her bedside, unprepared for her latest revelation: That the time has come for the forces of good to make a stand against Flagg's armies of darkness in the west... The stage is set, True Believers, the die is cast, and it's time to choose sides, as this shattering arc concludes!",Comics,The Stand: No Man's Land (2010 - 2011)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
27392,The Unbeatable Squirrel Girl (2015) #10,The Unbeatable Squirrel Girl (2015 - 2019),Ryan North,"Mole Man has fallen in love with Squirrel Girl, and he's holding the world hostage until she goes on a date with him! MOLE MEN, am I right?? Watch as Squirrel Girl gains the help of an unlikely ally! Thrill as two people kiss! BUT WHICH TWO?? You'll have to buy the issue to find out, so all I'll say right now is this: IN THIS ISSUE THERE IS A NON-ZERO CHANCE FOR EVERY MARVEL SHIP TO BECOME CANON!! Ship"""" is short for """"relationship,"""" in case you thought I was talking about, like, Galactus' """"Star Sphere"""" or Mr. Fantastic's """"Fantasticship"""" or whatever. Anyway, enjoy!!",Comics,The Unbeatable Squirrel Girl (2015 - 2019)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
24661,Star Wars: Knights of the Old Republic (2006) #4,Star Wars: Knights of the Old Republic (2006 - 2010),John Jackson Miller,"On the run and desperate to clear his name, fugitive Padawan Zayne Carrick guides his ragtag crew of scoundrels toward a treacherous asteroid moon, returning to the site of a significant moment in his Jedi training and to what he hopes will reveal the reason the entire Republic seems out to get him. The answers only lead to more riddles, however, and before they can fully interpret the information they've stumbled upon, the band of outcasts are assailed by yet another threat. And perhaps most surprising of all, their party grows by one as a new character enters the fray!",Comics,Star Wars: Knights of the Old Republic (2006 - 2010)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
24945,Star Wars: Underworld - The Yavin Vassilika (2000) #3,Star Wars: Underworld - The Yavin Vassilika (2000 - 2001),,"It's easy to get lost on the high seas of Mon Calamari, and when you're 8-feet tall and covered with hair, that's a prospect second only to Hell... Han, Chewie, and the rest of the Millennium Falcon's passenger list scour the floating city of Mon Ubris for the man who can lead them to the fabled Vassilika of Yavin. Unfortunately his trail leads out across the vast ocean plains towards the mysterious Bank of Knowledge. Bossk and his fellow bounty hunters might want to think twice before crossing their paths, however, as there's not much meaner than a water-logged Wookiee!",Comics,Star Wars: Underworld - The Yavin Vassilika (2000 - 2001)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
21920,Sensational Spider-Man: Feral Premiere (Hardcover),Sensational Spider-Man (2006 - 2007),,"Join new creative team Angel Medina (Spawn) - yes, Angel Medina! - and Roberto Aguirre-Sacasa (MK 4, NIGHTCRAWLER) as they take everyone's favorite wall-crawler on a blood-curdling journey into the heart of darkness. Strange changes are coming over Spidey's animalistic foes - including Dr. Curt Connors, John Jameson and Felicia Hardy - awakening the beast that dwells within them all. Sure, Spidey's beaten the Lizard, Man-Wolf and the Black Cat before, but they've never been more vicious than they are now! Collects SENSATIONAL SPIDER-MAN #23-27.
120 PGS./Rated A ...$19.99",Comics,Sensational Spider-Man (2006 - 2007)  ,,en,,,comics,medium,Marvel/DC Comics Dataset
31348,War of the Realms: Journey Into Mystery (2019) #2,War of the Realms: Journey Into Mystery (2019),The McElroys,"THE McELROYS TAKE MILES MORALES AND COMPANY CAMPING! Looks like Balder and his babysitting team have more than fire goblins and foul diapers to worry about! A marshmallow-roasting campout in the Midwest goes up in flames when deadly shape-shifting aliens make a campfire appearance! But the real danger is barreling down the highway behind them. Ares, the Greek God of War, is hot on baby Laussa's trail. If Balder the Brave, Wonder Man, Sebastian Druid, Kate Bishop, Miles Morales and Deathlocket are going to stay ahead of him-Kate's gonna have to teach one of them to drive.",Comics,War of the Realms: Journey Into Mystery (2019)  Comic , Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
25493,Sub-Mariner (2007) #5,Sub-Mariner (2007 - 2008),"Matt Cherniss, Peter Johnson","Time is running for the monarch of the seas! Wolverine and Professor X could offer no help; the Atlantean terrorists responsible for the destruction of an entire U.S. town stand ready to strike the surface again; Iron Man, Director of S.H.I.E.L.D., is poised to invade Atlantis; traitors within the kingdom are about to topple the Sub-Mariner's rule...and before Namor can confront any of these problems, he has to survive fighting Venom and the Thunderbolts! But which of Namor's countless enemies will be responsible for the destruction of Atlantis?
32 PGS./Rated T+ ...$2.99",Comics,Sub-Mariner (2007 - 2008)  Comic  Marvel Universe, T,en,,,comics,medium,Marvel/DC Comics Dataset
22222,She-Hulk (2005) #4,She-Hulk (2005 - 2009),,"""Return to Bone""
Not too long ago, She-Hulk lost control of her powers and destroyed an entire town... and silently stood by as the blame was cast on her cousin. Now it's time to pick up the pieces, take responsibility for her actions, and pay the price. A done-in-one story that's the official sequel to THE AVENGERS: SEARCH FOR SHE-HULK. Also in this issue, discover which old school AVENGER is joining the cast! You won't see this one coming! Well, unless you look at the cover to SHE-HULK #5 in February's previews... darn it!
32 PGS./T+ SUGGESTED FOR TEENS AND UP ...$2.99",Comics,She-Hulk (2005 - 2009)  Comic  Marvel Universe, Rated T,en,,,comics,medium,Marvel/DC Comics Dataset
20415,Ptolus: City by the Spire (2006) #6,Ptolus: City by the Spire (2006 - 2007),Monte Cook,"Sheva Callister's wild goose chase through the city of Ptolus has taken her many places, but it's finally time for some answers. Who really sent her on her quest? Who is behind the plot to kill her and steal her hungersword? Why is the mysterious Iron Mage helping her out? And what is the treasure so precious that she's agreed to come out of retirement for this final adventure, knowing that it might well be her last? The answers are coming as Monte Cook wraps up this wonderful introduction to the world of his epic paper-and-pencil campaign set!
32 PGS./Rated T+ ...$2.99",Comics,Ptolus: City by the Spire (2006 - 2007)  Comic  DABEL BROTHERS, T,en,,,comics,medium,Marvel/DC Comics Dataset
24783,Star Wars: Qui-Gon & Obi-Wan - Last Stand on Ord Mantell (2000) #1,Star Wars: Qui-Gon & Obi-Wan - Last Stand on Ord Mantell (2000 - 2001),Ramon Bachs,"Five years before the events of'Episode I,'Jedi'Master'Qui-Gon Jinn'and his apprentice,'Obi-Wan Kenobi, are already legendary for their exploits. When a valuable cargo freighter fails to reach its destination on the planet Coruscant, Qui-Gon and Obi-Wan are sent into deep space to search for the missing ship. Their investigation leads them to the distant, lawless world of'Ord Mantell, where everyone carries a grudge and a'blaster, and Jedi are less than welcome. Despite their powers, the Jedi soon realize that it will take more than'the Force'and'lightsabers'to survive!",Comics,Star Wars: Qui-Gon & Obi-Wan - Last Stand on Ord Mantell (2000 - 2001)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
